,平台,区域,场地名称,场地主人,联系方式,场地活动类型,场地价格,场地大小,推荐人数,场地位置,服务设施,浏览量,咨询量,场地链接
280,活动行-活动场地,南山区,深圳柏涛·壹瓦社区,深圳柏涛·壹瓦社区,17806***332,分享会/沙龙 发布会 课程,3000元/天 起,100 平米起,100 人,深圳市南山区华侨城创意园锦绣北街金众工业区201栋,投影设备 音响 麦克风 WIFI 黑白板 桌椅,1019,45,http://venue.huodongxing.com/venue/detail/410699983096
281,活动行-活动场地,南山区,DayDayUp,DayDayUp,18701***217,分享会/沙龙 发布会 课程,5000元/天 起,1700 平米起,120 人,深圳南山区大冲路18号华润置地E座5层,投影设备 音响 麦克风 桌椅,604,46,http://venue.huodongxing.com/venue/detail/300700192761
282,活动行-活动场地,南山区,深圳中胤文化,潘先生,15986***140,团建 分享会/沙龙 发布会,10000元/天 起,320 平米起,180 人,广东省深圳市南山区后海滨路保利剧院3号门3楼,投影设备 音响 麦克风 WIFI 黑白板 桌椅,787,49,http://venue.huodongxing.com/venue/detail/690699993340
283,活动行-活动场地,南山区,深圳TCL国际e城会所,金阳,18624***310,团建 分享会/沙龙 发布会,2500元/天 起,300 平米起,80 人,广东省深圳市南山区中山园路1001号TCL国际e城会所,投影设备 音响 麦克风 WIFI 黑白板 桌椅,820,36,http://venue.huodongxing.com/venue/detail/720699962365
284,活动行-活动场地,宝安区,任太生活馆,周彩连,19926***992,聚会 商务活动 团建 DIY 体验 分享会/沙龙 发布会 课程 会议/论坛 展览 路演 轰趴 亲子 读书会 年会,"350元/时 起
按不同活动和不同的需求给出价格。",160 平米起,100 人,新安二路140号,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 讲台 桌椅,295,4,http://venue.huodongxing.com/venue/detail/910945082170
285,活动行-活动场地,宝安区,深圳市智汇创新中心,Daisy,18566***877,聚会 分享会/沙龙 发布会 课程 会议/论坛 路演,1000元/半天 起,526 平米起,100 人,深圳市宝安区西乡街道前进二路149号,投影设备 音响 麦克风 WIFI 茶歇 讲台,249,2,http://venue.huodongxing.com/venue/detail/380825716795
286,活动行-活动场地,宝安区,欣明禧文化艺术中心,张菲,13392***231,聚会 商务活动 团建 DIY 体验 分享会/沙龙 发布会 课程 会议/论坛 展览 路演 亲子 读书会 年会,"1300元/半天 起
多个空间出租，可容纳10-200人。 费用标准： 容纳50-200人的空间全天费用为5000元，8小时内，半天费用为2500元，4小时内，超时另计费。 容纳20-100人的空间全天费用为2500元，8小时内，半天费用为1300元，4小时内，超时另计费。 容纳5-15人的空间全天费用为1200元，8小时内，半天费用为600元，4小时内，超时另计费。 以上收费包含桌椅、投影音响话筒或移动屏、讲台。",200 平米起,100 人,明禧创意园A2栋2楼,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅 LED屏,149,0,http://venue.huodongxing.com/venue/detail/940922004576
287,活动行-活动场地,宝安区,李斯古德-天人艺术空间,江来,13025***466,分享会/沙龙 发布会 课程 会议/论坛 现场演出 展览,"1元/天 起
关于艺术或文化类的非盈利性活动可免费使用",400 平米起,80 人,广东省深圳市宝安区新安四路198号宝立方博览中心3楼L309-L315,投影设备 音响 麦克风 WIFI 舞台灯 舞台 桌椅,409,0,http://venue.huodongxing.com/venue/detail/500832902014
288,活动行-活动场地,宝安区,光明区中粮云景广场（六号线公明广场地铁旁）,,***,聚会 商务活动 团建 DIY 体验 分享会/沙龙 发布会 课程 会议/论坛 现场演出 展览 集市 赛事 路演 轰趴 亲子 读书会 年会,200元/天 起,100 平米起,25 人,光明区中粮云景广场,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 讲台 桌椅 电视,10,0,http://venue.huodongxing.com/venue/detail/730997355458
289,活动行-活动场地,宝安区,壹夥,Leo,19924***233,聚会 商务活动 团建 DIY 体验 分享会/沙龙 发布会 会议/论坛 路演 轰趴 年会,"3000元/天 起
11:00-16:00或17:00-22:00：¥1500 全天包场¥3000 提供餐饮，¥299-¥399/人，10人起订。",800 平米起,100 人,深圳市宝安区新安街道大宝路49号6层,投影设备 音响 麦克风 餐饮 停车场 黑白板 舞台 桌椅 电视,7,0,http://venue.huodongxing.com/venue/detail/220991327390
290,活动行-活动场地,宝安区,众里创新社区·洪浪北路演厅,Leo,19924***233,商务活动 DIY 体验 分享会/沙龙 发布会 课程 会议/论坛 展览 集市 赛事 路演,"2500元/天 起
¥1500/半天；¥2500/天。",200 平米起,180 人,新安街道大宝路49号1层众里创新社区·洪浪北,投影设备 音响 麦克风 WIFI 停车场 桌椅 电视,4,0,http://venue.huodongxing.com/venue/detail/130990608329
291,活动行-活动场地,宝安区,众里创新社区·宝体路演厅,Leo,19924***233,商务活动 DIY 体验 分享会/沙龙 发布会 课程 会议/论坛 展览 集市 路演,"2000元/天 起
¥1200/半天；¥2000/天",80 平米起,100 人,玉林路5号御景湾裙楼2层众里创新社区·宝体,投影设备 音响 麦克风 WIFI 讲台 桌椅 电视,1,0,http://venue.huodongxing.com/venue/detail/480990597415
292,活动行-活动场地,宝安区,众里创新社区·兴东路演厅,Leo,19924***233,商务活动 DIY 体验 分享会/沙龙 发布会 课程 会议/论坛 展览 集市 赛事 路演,"2500元/天 起
¥1500/半天；¥2500/天。",170 平米起,150 人,新安街道71区建设工业园J栋1层众里创新社区·兴东,投影设备 音响 麦克风 WIFI 黑白板 讲台 桌椅 电视,2,0,http://venue.huodongxing.com/venue/detail/400990608271
293,活动行-活动场地,宝安区,OAO艺术空间,张江,18620***520,商务活动 DIY 体验 分享会/沙龙 发布会 课程 会议/论坛 现场演出 展览 集市 赛事 路演 亲子 读书会 年会 其他,"5000元/天 起
价格2000-15000不等，优质活动可以免费提供。",2500 平米起,230 人,福永街道智美汇志产业园,投影设备 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅 电视 LED屏,3,0,http://venue.huodongxing.com/venue/detail/760990368174
294,活动行-活动场地,宝安区,简约书吧-立新湖店,陈琼燕,13823***391,聚会 DIY 体验 分享会/沙龙 课程 会议/论坛 亲子 读书会,"2400元/天 起
室外展示区：一楼户外-面积500㎡-二楼天台-面积300㎡-租金均为8000元/天 多功能区：开放式多功能区-面积60㎡-租金2400元/天",1850 平米起,200 人,福永街道白石厦社区,投影设备 茶歇 桌椅,11,0,http://venue.huodongxing.com/venue/detail/160987293898
295,活动行-活动场地,宝安区,简约书吧-福永店,陈琼燕,13823***391,聚会 DIY 体验 会议/论坛 展览 亲子 读书会,"2400元/天 起
多功能区：开放式功能区-面积20㎡-休闲区-面积40㎡-租金均为2400元/天",350 平米起,80 人,福永街道怀德南路与翠岗西路交汇处,桌椅,5,0,http://venue.huodongxing.com/venue/detail/640987299333
296,活动行-活动场地,宝安区,简约书吧-新桥店,陈琼燕,13823***391,DIY 体验 分享会/沙龙 会议/论坛 亲子 读书会,"2000元/天 起
多功能区：讲台-面积20㎡以上-休闲区-面积25㎡-租金2500元/天",600 平米起,150 人,新桥街道上崇路新桥市民广场北侧,桌椅,7,0,http://venue.huodongxing.com/venue/detail/580987294026
297,活动行-活动场地,宝安区,简约书吧-福海桥头店,陈琼燕,13823***391,DIY 体验 分享会/沙龙 会议/论坛 亲子 读书会,"2000元/天 起
功能区：开放式多功能区-面积50㎡-租金2000元/天",480 平米起,90 人,鸿德园内,投影设备 桌椅,4,0,http://venue.huodongxing.com/venue/detail/400987293953
298,活动行-活动场地,宝安区,航城街道粤港澳湾区青年创业（就业）营,陈翡,15814***115,商务活动 分享会/沙龙 发布会 课程 会议/论坛 路演 读书会,"100元/天 起
价格根据活动情况商议确定，若活动主题与创新创业相关，可提供免费场地。",100 平米起,50 人,宝星智荟城2栋2楼航城街道粤港澳湾区青年创业（就业）营,投影设备 银幕 音响 麦克风 WIFI 停车场 黑白板 讲台 桌椅,10,0,http://venue.huodongxing.com/venue/detail/230968751492
299,活动行-活动场地,宝安区,保利艺术空间,保利艺术空间,18682***270,聚会 团建 DIY 体验 发布会 课程 现场演出 展览 亲子 读书会,"5000元/天 起
根据使用面积大小、日期、设备、活动内容需求等条件具体面议",1000 平米起,100 人,壹方城L1-J026保利艺术空间,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅 电视,30,0,http://venue.huodongxing.com/venue/detail/180935647968
300,活动行-活动场地,宝安区,佑尼国际儿童教育中心,刘嘉仪,13823***014,亲子,"500元/天 起
具体场地出租费用请与我联系洽谈，谢谢！",200 平米起,60 人,新湖路2090号,投影设备 音响 WIFI 茶歇 停车场 黑白板 桌椅 电视,17,0,http://venue.huodongxing.com/venue/detail/470868031832
301,活动行-活动场地,宝安区,泰华梧桐酒店大型会议室,陈津津,18098***673,商务活动 发布会 课程 会议/论坛 展览 路演 年会,8000元/1天 起,490 平米起,400 人,航城街道泰华梧桐岛4b栋,投影设备 音响 麦克风 WIFI 停车场 黑白板 舞台灯 舞台 桌椅,117,0,http://venue.huodongxing.com/venue/detail/390853129634
302,活动行-活动场地,宝安区,扬文教育城,黄粤豪,13632***021,发布会 课程 会议/论坛,"1000元/天 起
500元/半天，可面议",80 平米起,90 人,沙井西环路2108号扬文教育城3楼,投影设备 音响 麦克风 WIFI 讲台 桌椅 LED屏,28,0,http://venue.huodongxing.com/venue/detail/260851197897
303,活动行-活动场地,宝安区,禅意空间,多末,18565***697,聚会 分享会/沙龙 课程 亲子 读书会,"100元/小时 起
最少两个小时，只提供茶水，如果有其他需求提前沟通~",20 平米起,20 人,深圳宝安区西乡天虹汇一城,投影设备 音响 麦克风 WIFI 茶歇 停车场 黑白板 讲台 桌椅,113,1,http://venue.huodongxing.com/venue/detail/700849599297
304,活动行-活动场地,宝安区,中粮地产集团中心大厦,陈广顺,17788***270,商务活动 DIY 体验 分享会/沙龙 课程 路演 读书会 其他,100元/天 起,100 平米起,25 人,龙井二路中粮地产集团中心,投影设备 音响 麦克风 WIFI 停车场 黑白板 桌椅,190,1,http://venue.huodongxing.com/venue/detail/270844972263
305,活动行-活动场地,宝安区,华旭国学院,华旭国学院,13651***591,分享会/沙龙 发布会 课程,8000元/天 起,222 平米起,200 人,深圳市宝安区宝安大道5010号西部硅谷D座,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,1050,20,http://venue.huodongxing.com/venue/detail/160698740748
306,活动行-活动场地,宝安区,德冠廷创客空间,德冠廷创客空间,13265***307,分享会/沙龙 发布会 课程,3000元/天 起,700 平米起,150 人,深圳市宝安区创业二路与新安三路交汇处金龙轩3F,投影设备 音响 麦克风 WIFI 茶歇 黑白板 桌椅,634,40,http://venue.huodongxing.com/venue/detail/610699941910
307,活动行-活动场地,宝安区,深圳碧海湾高尔夫俱乐部,魏小姐,0755-***60000,聚会 团建 分享会/沙龙,8000元/天 起,300 平米起,150 人,广东省深圳市宝安区西乡大道新湖路,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,984,15,http://venue.huodongxing.com/venue/detail/530699714088
308,活动行-活动场地,宝安区,深圳海上田园,深圳海上田园,0755-***59888,分享会/沙龙,5000元/天 起,210 平米起,150 人,深圳市宝安区沙井西部海上田园旅游区,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,624,47,http://venue.huodongxing.com/venue/detail/130699031849
309,活动行-活动场地,宝安区,VR客厅,VR客厅,07552***0750,聚会 团建 分享会/沙龙,9800元/天 起,100 平米起,50 人,深圳市宝安区新安六路众里创业社区301,投影设备 音响 麦克风 WIFI 桌椅,1007,7,http://venue.huodongxing.com/venue/detail/840699983163
310,活动行-活动场地,宝安区,GeeCoffee,GeeCoffee,010-8***4885,聚会 分享会/沙龙 发布会,5000元/天 起,150 平米起,60 人,广东省深圳市宝安区观澜高尔夫大道观澜湖艺工场3栋1楼,投影设备 音响 麦克风 WIFI 黑白板 桌椅,535,18,http://venue.huodongxing.com/venue/detail/450700003645
311,活动行-活动场地,宝安区,海雅宴会厅,海雅宴会厅,13794***904,聚会 团建 分享会/沙龙,30000元/天 起,800 平米起,500 人,深圳市宝安区建安一路99号海雅缤纷城6-7楼,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,765,19,http://venue.huodongxing.com/venue/detail/340698813271
312,活动行-活动场地,宝安区,TOWO上品,TOWO上品,0755-***20555,聚会 团建 分享会/沙龙,2000元/天 起,80 平米起,70 人,深圳市宝安区西乡前进二路平峦山公园旁,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,670,36,http://venue.huodongxing.com/venue/detail/100698751346
313,活动行-活动场地,宝安区,Pupu乐,Pupu乐,0755-***13709,团建 分享会/沙龙 发布会,5000元/天 起,300 平米起,100 人,广东省深圳市宝安区西环路2105号新沙天虹购物中心L716,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,549,15,http://venue.huodongxing.com/venue/detail/290700448886
314,活动行-活动场地,宝安区,旭生大厦报告厅,杨小姐,18038***808,团建 分享会/沙龙 发布会,6000元/天 起,700 平米起,512 人,广东省深圳市宝安区西乡大道4004号旭生大厦三楼,投影设备 音响 麦克风 WIFI 黑白板 桌椅,842,41,http://venue.huodongxing.com/venue/detail/960699951991
315,活动行-活动场地,宝安区,西丽湖度假村,西丽湖度假村,0755-***11888,聚会 分享会/沙龙,8000元/天 起,156 平米起,100 人,深圳市宝安区西丽湖路4001号,投影设备 麦克风 WIFI 茶歇 餐饮,835,39,http://venue.huodongxing.com/venue/detail/520698997138
316,活动行-活动场地,宝安区,深圳旭生美术馆,深圳旭生美术馆,0755-***89331,发布会 展览 集市,8800元/天 起,1200 平米起,500 人,深圳市宝安区通成路旭生大厦三楼,投影设备 银幕 音响 麦克风 WIFI 停车场 桌椅,861,26,http://venue.huodongxing.com/venue/detail/750700197019
317,活动行-活动场地,宝安区,优创空间,优创空间,17722***188,分享会/沙龙 发布会,5000元/天 起,300 平米起,200 人,深圳市宝安区新安街道群辉路3号,投影设备 音响 麦克风 WIFI 茶歇 餐饮 讲台 桌椅,1001,40,http://venue.huodongxing.com/venue/detail/460699745949
318,活动行-活动场地,宝安区,利宝阁,利宝阁,0755-***31666,聚会 商务活动 分享会/沙龙,50000元/天 起,1200 平米起,300 人,深圳市宝安区新安街道新湖路99号壹方城L4—003号铺,投影设备 音响 麦克风 WIFI 茶歇 餐饮,698,34,http://venue.huodongxing.com/venue/detail/530699031980
319,活动行-活动场地,宝安区,中亚会议中心,王耀虎,15820***665,商务活动 发布会 会议/论坛,1500元/天 起,6000 平米起,3000 人,深圳市宝安区沙井岗头路20号中亚硅谷海岸,投影设备 音响 麦克风 WIFI 停车场 黑白板 舞台灯 讲台 舞台 桌椅 LED屏,865,37,http://venue.huodongxing.com/venue/detail/450697348013
320,活动行-活动场地,宝安区,深圳F518,余金国,13632***852,团建 分享会/沙龙 发布会,5000元/天 起,700 平米起,630 人,广东省深圳市宝安区宝源路F518时尚创意园F17,投影设备 音响 麦克风 WIFI 黑白板 桌椅,593,15,http://venue.huodongxing.com/venue/detail/480699962576
321,活动行-活动场地,宝安区,深圳前海,深圳前海,0755-***89918,分享会/沙龙 发布会 会议/论坛,5000元/天 起,120 平米起,130 人,深圳市宝安区新安街道创业二路463号,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 桌椅,625,14,http://venue.huodongxing.com/venue/detail/120698751198
322,活动行-活动场地,宝安区,深圳CSST安防学院,刘老师,13602***490,分享会/沙龙 发布会 课程,5000元/天 起,400 平米起,300 人,广东省深圳市宝安区观澜观光路大富工业区CSST安防学院,投影设备 音响 麦克风 WIFI 黑白板 桌椅,694,49,http://venue.huodongxing.com/venue/detail/670699756001
323,活动行-活动场地,宝安区,深圳帝文娜公馆,深圳帝文娜公馆,0755-***89999,商务活动 分享会/沙龙 发布会,5000元/天 起,140 平米起,140 人,广东省深圳市宝安区上川路201号,投影设备 音响 麦克风 WIFI 黑白板 桌椅,981,48,http://venue.huodongxing.com/venue/detail/320699993580
324,活动行-活动场地,宝安区,素匠泰茶,素匠泰茶,18126***289,聚会 团建 分享会/沙龙,3000元/天 起,100 平米起,100 人,广东省深圳市宝安区梅林路154-12号,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,1022,5,http://venue.huodongxing.com/venue/detail/960700479481
325,活动行-活动场地,龙岗区,觅思邦,胡攀桓,13823***360,聚会 团建 分享会/沙龙 发布会 现场演出 轰趴 读书会,"1300元/小时 起
包含室内室外区域，饮品食物另外结算。",5000 平米起,500 人,深圳市龙岗区布吉街道龙珠社区泉森创意园1栋3楼,音响 麦克风 WIFI 餐饮 舞台灯 舞台,229,1,http://venue.huodongxing.com/venue/detail/380947224942
326,活动行-活动场地,龙岗区,路演厅（U优·优客工场）,侯耀清,18566***663,分享会/沙龙 课程 路演,800元/天 起,120 平米起,60 人,广东省深圳市龙岗区龙城街道爱联社区市场路8号,投影设备 音响 麦克风 WIFI 黑白板 桌椅,286,1,http://venue.huodongxing.com/venue/detail/240782325361
327,活动行-活动场地,龙岗区,星河WORLD园区多功能厅,贾晶,18938***959,商务活动 发布会 会议/论坛,18000元/半天 起,810 平米起,550 人,深圳市龙岗区坂田五和大道雅南路1号星河领创天下一期三楼,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅 电视 LED屏,312,2,http://venue.huodongxing.com/venue/detail/210758997661
328,活动行-活动场地,龙岗区,东江潮红色文化博物馆多媒体活动区,肖成洲,13823***656,团建 分享会/沙龙 发布会 课程 会议/论坛 现场演出 展览 亲子 读书会,"5000元/天 起
价格待定",400 平米起,150 人,新生路104号,投影设备 银幕 音响 麦克风 WIFI 黑白板 讲台 舞台 桌椅,12,0,http://venue.huodongxing.com/venue/detail/660936386461
329,活动行-活动场地,龙岗区,独栋别墅-HiGOOO连锁轰趴-十日谈店,团小姐,17818***020,聚会 商务活动 团建 DIY 体验 分享会/沙龙 发布会 课程 会议/论坛 路演 轰趴 亲子 读书会 年会 其他,"1890元/天 起
具体价格根据周末/周间及使用时长确定",850 平米起,50 人,莲花山庄芙蓉苑52号,投影设备 音响 麦克风 WIFI 餐饮 停车场 黑白板 讲台 桌椅 电视,32,0,http://venue.huodongxing.com/venue/detail/230907197228
330,活动行-活动场地,龙岗区,AI创新中心阶梯路演厅,天安云谷,***汪霞,分享会/沙龙 发布会 课程 路演 读书会,3600元/天 起,100 平米起,50 人,坂田天安云谷一期2栋201,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 桌椅,20,0,http://venue.huodongxing.com/venue/detail/710900659559
331,活动行-活动场地,龙岗区,深圳坪山燕子湖国际会展中心,骆鑫,15915***400,商务活动 团建 分享会/沙龙 发布会 会议/论坛 现场演出 展览 集市 赛事 路演 年会,5000元/天 起,30000 平米起,5000 人,瑞景路36号,停车场,39,0,http://venue.huodongxing.com/venue/detail/410858172421
332,活动行-活动场地,龙岗区,平湖艺术文化中心,平湖艺术文化中心,0755-***68553,聚会 会议/论坛,30000元/天 起,2000 平米起,1000 人,深圳市龙岗区平湖文化中心,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅 电视 LED屏,704,22,http://venue.huodongxing.com/venue/detail/370700469300
333,活动行-活动场地,龙岗区,深圳大芬油画村,销售小姐,13916***676,团建 分享会/沙龙 发布会,5000元/天 起,500 平米起,400 人,深圳市龙岗区布吉沿河路与布沙路的交叉口,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,623,18,http://venue.huodongxing.com/venue/detail/530699713871
334,活动行-活动场地,龙岗区,深圳文博宫多功能大厅,许先生,13689***800,发布会 会议/论坛 现场演出,21800元/天 起,1080 平米起,1000 人,广东省深圳市龙岗区布吉西环路88号,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,861,7,http://venue.huodongxing.com/venue/detail/900699756114
335,活动行-活动场地,龙岗区,深圳绿野仙洲,深圳绿野仙洲,13760***060,聚会 团建 分享会/沙龙,6800元/天 起,60 平米起,30 人,深圳市大鹏新区葵涌土洋社区东丽观海山庄，东海一路一号,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板,790,43,http://venue.huodongxing.com/venue/detail/520693236312
336,活动行-活动场地,龙岗区,嗨皮猫,邓游龙,15817***886,DIY 体验 分享会/沙龙 发布会,"1元/天 起
免费",200 平米起,100 人,深圳市龙岗区龙城街道正中时代大厦A座89号,投影设备 音响 麦克风 WIFI 茶歇 黑白板 桌椅,693,31,http://venue.huodongxing.com/venue/detail/430700003942
337,活动行-活动场地,龙岗区,艺象iDTOWN国际艺术区,艺象iDTOWN国际艺术区,0755-***05250,分享会/沙龙 课程 展览,5000元/天 起,100 平米起,100 人,深圳市大鹏新区葵鹏路106号(近官湖村海滩),投影设备 音响 麦克风 WIFI,969,27,http://venue.huodongxing.com/venue/detail/260700014443
338,活动行-活动场地,龙岗区,深圳时尚e城,深圳时尚e城,07552***8383,DIY 体验 分享会/沙龙 课程,2000元/天 起,275 平米起,150 人,深圳市龙岗区园山街道红棉四路23号时尚e城,投影设备 音响 麦克风 WIFI 桌椅,602,32,http://venue.huodongxing.com/venue/detail/810699952240
339,活动行-活动场地,龙岗区,深圳溪涌,深圳溪涌,0755-***78153,聚会 分享会/沙龙 发布会,5000元/天 起,240 平米起,180 人,深圳市龙岗区大鹏新区深葵路1085号,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,829,31,http://venue.huodongxing.com/venue/detail/620699031934
340,活动行-活动场地,龙岗区,华南城国际会展中心,华南城国际会展中心,0755-***68888,分享会/沙龙 发布会 会议/论坛,50000元/天 起,3000 平米起,1000 人,深圳市龙岗区平湖镇华南大道一号,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅 电视 LED屏,914,32,http://venue.huodongxing.com/venue/detail/930699021697
341,活动行-活动场地,龙岗区,金海滩度假村,金海滩度假村,0755-***32929,聚会 商务活动 分享会/沙龙,10000元/天 起,250 平米起,100 人,深圳市龙岗区深葵路1024,投影设备 音响 麦克风 WIFI 茶歇 餐饮 桌椅,594,47,http://venue.huodongxing.com/venue/detail/600699031950
342,活动行-活动场地,龙岗区,嘿咖啡（中海康城店）,嘿咖啡（中海康城店）,18211***671,DIY 体验 分享会/沙龙,2000元/天 起,90 平米起,40 人,深圳市龙岗区中心城中海康城国际花园8栋122号,投影设备 音响 麦克风 WIFI 茶歇 餐饮,736,26,http://venue.huodongxing.com/venue/detail/190698782125
343,活动行-活动场地,龙岗区,深圳兰沁茶事,深圳兰沁茶事,0755-***21981,团建 DIY 体验 分享会/沙龙,8000元/天 起,150 平米起,70 人,深圳市龙岗区六约红棉一路中海大山地商铺25栋1-25号,投影设备 音响 麦克风 WIFI 茶歇 桌椅,737,9,http://venue.huodongxing.com/venue/detail/810693266358
344,活动行-活动场地,龙岗区,深圳金海滩度假村,廖小姐,13823***041,聚会 团建 分享会/沙龙,6000元/天 起,350 平米起,280 人,广东省深圳市龙岗区葵涌镇溪涌湾金海滩度假村,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,615,47,http://venue.huodongxing.com/venue/detail/900699734496
345,活动行-活动场地,龙岗区,深圳厚德楼文化产业园,深圳厚德楼文化产业园,0755-***93798,分享会/沙龙 发布会 课程,5000元/天 起,400 平米起,300 人,深圳市龙岗区南联梅园路46号,投影设备 音响 麦克风 WIFI,811,38,http://venue.huodongxing.com/venue/detail/660700182759
346,活动行-活动场地,盐田区,深圳大梅沙湾游艇会,韩春艳,13424***412,团建 分享会/沙龙 发布会,20000元/天 起,345 平米起,400 人,广东省深圳市盐田区盐梅路89号,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,771,28,http://venue.huodongxing.com/venue/detail/260699063583
347,活动行-活动场地,盐田区,鑫商圈,鑫商圈,17374***125,商务活动 分享会/沙龙,5000元/天 起,300 平米起,260 人,深圳市盐田区保税区7栋6楼,投影设备 音响 麦克风 WIFI 停车场 黑白板 讲台 桌椅,656,33,http://venue.huodongxing.com/venue/detail/120700003977
348,活动行-活动场地,盐田区,深圳鹿嘴山庄,谢运鹏,13823***630,聚会 团建 分享会/沙龙,6000元/天 起,120 平米起,130 人,广东省深圳市盐田区大鹏新区南澳杨梅坑,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,1006,5,http://venue.huodongxing.com/venue/detail/560699734473
349,活动行-活动场地,盐田区,深圳茵特拉根华侨城,深圳茵特拉根华侨城,0755-***83333,聚会 发布会 会议/论坛,20000元/天 起,1792 平米起,1800 人,广东省深圳市盐田区大梅沙东部华侨城,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅 电视 LED屏,583,32,http://venue.huodongxing.com/venue/detail/840700263148
350,活动行-活动场地,龙华区,别墅-免费场地-免场地费,孙伟男,13128***6217,聚会 商务活动 团建 DIY 体验 分享会/沙龙 发布会 课程 会议/论坛 现场演出 集市 路演 轰趴 亲子 读书会 年会 其他,"1元/天 起
免场地费使用-免费使用",600 平米起,20 人,民治梅花山庄欣梅园A27栋别墅,投影设备 银幕 音响 麦克风 WIFI 茶歇 停车场 黑白板 讲台 桌椅 电视 LED屏,416,2,http://venue.huodongxing.com/venue/detail/560875691304
351,活动行-活动场地,龙华区,道场\会议室出租,毅京老师,13928***111,聚会 商务活动 团建 分享会/沙龙 发布会 课程 会议/论坛 现场演出 展览 路演,5000元/天 起,100 平米起,100 人,龙胜工业西路汉庭酒店6楼,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 讲台 舞台 桌椅 电视,6,0,http://venue.huodongxing.com/venue/detail/730975118120
352,活动行-活动场地,龙华区,清湖丽景城2楼会议厅,张海翔,18503***058,商务活动 团建 分享会/沙龙 课程 读书会,"600元/天 起
会场、设备、空调、水电费",165 平米起,120 人,清湖丽景城中心2楼,投影设备 音响 麦克风 WIFI 茶歇 停车场 黑白板 舞台灯 讲台 舞台 桌椅,11,1,http://venue.huodongxing.com/venue/detail/110953679529
353,活动行-活动场地,龙华区,康铂酒店（深圳观澜环观南路店）,戴志显,18036***172,团建 分享会/沙龙 课程 会议/论坛 路演 读书会,"1元/天 起
大堂休息区、西餐厅下午茶区域免费、小型会议室酌情收费",400 平米起,200 人,观澜大道环观南路132号,投影设备 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅,21,1,http://venue.huodongxing.com/venue/detail/740916731831
354,活动行-活动场地,龙华区,鸿博厅,孙蕊,15013***201,商务活动 分享会/沙龙 课程 会议/论坛 现场演出 亲子 读书会,10000元/天 起,100 平米起,80 人,梅龙大道1389号,音响 麦克风 WIFI 讲台 桌椅,37,0,http://venue.huodongxing.com/venue/detail/160923201987
355,活动行-活动场地,龙华区,JG（金阁）艺术空间,孙蕊,15013***201,商务活动 发布会 会议/论坛 展览 读书会,"12000元/天 起
工作日10000-12000/天，周末节假日12000-15000/天",700 平米起,200 人,梅龙大道1389号,音响 麦克风 WIFI 茶歇 停车场 讲台 舞台 桌椅 LED屏,81,1,http://venue.huodongxing.com/venue/detail/510913839366
